product name,ingredients,formatted ingredients
dr-brandt-liquid-sun-shield,"['Zinc Oxide (17%)', 'Water', 'Isododecane', 'Polyglyceryl-6 Polyricinoleate', 'Propanediol', 'Dimethicone', 'Caprylic/Capric Triglyceride', 'Trimethylsiloxysilicate', 'Butyloctyl Salicylate', 'Coco-Caprylate/Caprate', 'Isoamyl Laurate', 'Neopentyl Glycol Diheptanoate', 'Polyglyceryl-10 Dioleate', 'Lecithin', 'Polyhydroxystearic Acid', 'Ectoin', 'Polymethylsilsesquioxane', 'Polysilicone-11', 'Disteardimonium Hectorite', 'Butyrospermum Parkii (Shea) Butter', 'Glycerin', 'Phenoxyethanol', 'Propylene Carbonate', 'Aminomethyl Propanol', 'Citrus Aurantium Dulcis (Orange) Peel Oil', 'Ethylhexylglycerin', 'Polysorbate 20', 'Sclareolide', 'Tocopheryl Acetate', 'Dimethicone/Vinyl Dimethicone Crosspolymer', 'Dimethiconol', 'Linalool', 'Linalyl Acetate', 'Plankton Extract', 'Lavandula Angustifolia (Lavender) Oil', 'Lavandula Hybrida Oil', 'Decyl Glucoside', 'Sodium Ascorbate', 'Caprylyl Glycol', 'Hexylene Glycol', 'Tocopherol']","['zinc-oxide', 'water', 'isododecane', 'polyglyceryl-6-polyricinoleate', 'propanediol', 'dimethicone', 'caprylic-capric-triglyceride', 'trimethylsiloxysilicate', 'butyloctyl-salicylate', 'coco-caprylate-caprate', 'isoamyl-laurate', 'neopentyl-glycol-diheptanoate', 'polyglyceryl-10-dioleate', 'lecithin', 'polyhydroxystearic-acid', 'ectoin', 'polymethylsilsesquioxane', 'polysilicone-11', 'disteardimonium-hectorite', 'butyrospermum-parkii-butter', 'glycerin', 'phenoxyethanol', 'propylene-carbonate', 'aminomethyl-propanol', 'citrus-aurantium-dulcis-peel-oil', 'ethylhexylglycerin', 'polysorbate-20', 'sclareolide', 'tocopheryl-acetate', 'dimethicone-vinyl-dimethicone-crosspolymer', 'dimethiconol', 'linalool', 'linalyl-acetate', 'plankton-extract', 'lavandula-angustifolia-oil', 'lavandula-hybrida-oil', 'decyl-glucoside', 'sodium-ascorbate', 'caprylyl-glycol', 'hexylene-glycol', 'tocopherol']"
anessa-perfect-uv-sunscreen-skincare-gel-spf50-pa-2020,"['Water (Aqua)', 'Alcohol', 'Dimethicone', 'Ethylhexyl Methoxycinnamate', 'Ethylhexyl Salicylate', 'Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine', 'Diisopropyl Sebacate', 'Silica', 'Diethylamino Hydroxybenzoyl Hexyl Benzoate', 'Ethylhexyl Triazone', 'Titanium Dioxide', 'Glycerin', 'Caprylyl Methicone', 'PPG-17', 'Acrylamides/Dmapa Acrylates/Methoxy PEG Methacrylate Copolymer', 'Phenoxyethanol', 'Dextrin Palmitate/Ethylhexanoate', 'PEG-60 Hydrogenated Castor Oil', 'C30-45 Alkyl Methicone', 'Hydrated Silica', 'C30-45 Olefin', 'Carbomer', 'Triethoxycaprylylsilane', 'Potassium Hydroxide', 'Agar', 'Xanthan Gum', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Fragrance (Parfum)', 'Distearyldimonium Chloride', 'Butylene Glycol', 'Dextrin Palmitate', 'PEG/PPG-14/7 Dimethyl Ether', 'Stearic Acid', 'BHT', 'Dipotassium Glycyrrhizate', 'Leontopodium Alpinum Extract', 'Camellia Sinensis Leaf Extract', 'Potentilla Erecta Root Extract', 'Sodium Acetylated Hyaluronate', 'Talc', 'Soluble Collagen']","['water', 'alcohol', 'dimethicone', 'ethylhexyl-methoxycinnamate', 'ethylhexyl-salicylate', 'bis-ethylhexyloxyphenol-methoxyphenyl-triazine', 'diisopropyl-sebacate', 'silica', 'diethylamino-hydroxybenzoyl-hexyl-benzoate', 'ethylhexyl-triazone', 'titanium-dioxide', 'glycerin', 'caprylyl-methicone', 'ppg-17', 'acrylamides-dmapa-acrylates-methoxy-peg-methacrylate-copolymer', 'phenoxyethanol', 'dextrin-palmitate-ethylhexanoate', 'peg-60-hydrogenated-castor-oil', 'c30-45-alkyl-methicone', 'hydrated-silica', 'c30-45-olefin', 'carbomer', 'triethoxycaprylylsilane', 'potassium-hydroxide', 'agar', 'xanthan-gum', 'acrylates-c10-30-alkyl-acrylate-crosspolymer', 'parfum', 'distearyldimonium-chloride', 'butylene-glycol', 'dextrin-palmitate', 'peg-ppg-14-7-dimethyl-ether', 'stearic-acid', 'bht', 'dipotassium-glycyrrhizate', 'leontopodium-alpinum-extract', 'camellia-sinensis-leaf-extract', 'potentilla-erecta-root-extract', 'sodium-acetylated-hyaluronate', 'talc', 'soluble-collagen']"
city-beauty-invisicrepe,"['Water', 'Cetearyl Alcohol', 'Caprylic/Capric Triglyceride', 'Lactococcus Ferment Lysate', 'Glycerin', 'Cyclopentasiloxane', 'Niacinamide', 'Glyceryl Stearate', 'PEG-100 Stearate', 'Hordeum Distichon (Barley) Extract', 'Butylene Glycol', 'Dimethicone', 'Ceteareth-20', 'Ribose', 'Phenoxyethanol', 'Phellodendron Amurense Bark Extract', 'Santalum Album (Sandalwood) Extract', 'Acrylates/C10-30 Alkyl Acrylate Crosspolymer', 'Chlorphenesin', 'Caprylyl Glycol', 'Fragrance', 'Ethylhexylglycerin', 'Hexylene Glycol', 'Citrullus Lanatus (Watermelon) Fruit Extract', 'Allantoin', 'Cyamopsis Tetragonoloba (Guar) Gum', 'Xanthan Gum', 'Tetrasodium Glutamate Diacetate', 'Lens Esculenta (Lentil) Fruit Extract', 'Pyrus Malus (Apple) Fruit Extract', 'Avena Sativa (Oat) Bran Extract', 'Sodium Hyaluronate', 'Sodium Lactate', 'Glycolipids', 'Tocopherol', 'Carrageenan', 'Soybeanphytosterols', 'Sodium PCA', 'Aloe Barbadensis Leaf Juice', 'Sea Salt']","['water', 'cetearyl-alcohol', 'caprylic-capric-triglyceride', 'lactococcus-ferment-lysate', 'glycerin', 'cyclopentasiloxane', 'niacinamide', 'glyceryl-stearate', 'peg-100-stearate', 'hordeum-distichon-extract', 'butylene-glycol', 'dimethicone', 'ceteareth-20', 'ribose', 'phenoxyethanol', 'phellodendron-amurense-bark-extract', 'santalum-album-extract', 'acrylates-c10-30-alkyl-acrylate-crosspolymer', 'chlorphenesin', 'caprylyl-glycol', 'parfum', 'ethylhexylglycerin', 'hexylene-glycol', 'citrullus-lanatus-fruit-extract', 'allantoin', 'cyamopsis-tetragonoloba-gum', 'xanthan-gum', 'tetrasodium-glutamate-diacetate', 'lens-esculenta-fruit-extract', 'pyrus-malus-fruit-extract', 'avena-sativa-bran-extract', 'sodium-hyaluronate', 'sodium-lactate', 'glycolipids', 'tocopherol', 'carrageenan', 'phytosterols', 'sodium-pca', 'aloe-barbadensis-leaf-juice', 'maris-sal']"
bulldog-age-defence-moisturiser,"['Aqua (Water)', 'Ethylhexyl Palmitate', 'Caprylic/Capric Triglyceride', 'Glycerin', 'Sorbitan Stearate', 'Pentaerythrityl Distearate', 'Phenoxyethanol', 'Sodium Polyacrylate', 'Tocopherol (Vitamin E)', 'Sodium Stearoyl Glutamate', 'Helianthus Annuus (Sunflower) Seed Oil', 'Parfum (Fragrance)*', 'Carbomer', 'Benzoic Acid', 'Echinacea Purpurea Flower/Leaf/Stem Extract', 'Dehydroacetic Acid', 'Amorphophallus Konjac Root Extract', 'Limonene', 'Sodium Hydroxide', 'Linalool', 'Rosmarinus Officinalis (Rosemary) Leaf Extract', 'Citric Acid', 'Sodium Benzoate', 'Potassium Sorbate']","['water', 'ethylhexyl-palmitate', 'caprylic-capric-triglyceride', 'glycerin', 'sorbitan-stearate', 'pentaerythrityl-distearate', 'phenoxyethanol', 'sodium-polyacrylate', 'tocopherol', 'sodium-stearoyl-glutamate', 'helianthus-annuus-seed-oil', 'parfum', 'carbomer', 'benzoic-acid', 'echinacea-purpurea-flower-leaf-stem-extract', 'dehydroacetic-acid', 'amorphophallus-konjac-root-extract', 'limonene', 'sodium-hydroxide', 'linalool', 'rosmarinus-officinalis-leaf-extract', 'citric-acid', 'sodium-benzoate', 'potassium-sorbate']"
natura-siberica-acondicionador-natural-volumen-y-nutricion,"['Aqua', 'Cetearyl Alcohol', 'Glyceryl Stearate', 'Cetrimonium Chloride', 'Bis-Cetearyl Amodimethicone', 'Lauryl Glucoside', 'Dimethicone', 'Dimethiconol', 'Pinus Pumila Needle Water', 'Chamomilla Recutita Flower Extract', 'Melilotus Albus Flower/Leaf/Stem Extract', 'Pulmonaria Officinalis Extract', 'Melissa Officinalis Flower/Leaf/Stem Water', 'Avena Sativa Kernel Extract', 'Trifolium Pratense Flower Extract', 'Thymus Vulgaris Extract', 'Nepeta Sibirica Flower/Leaf/Stem Extract', 'Sorbus Aucuparia Fruit Extract', 'Hydrolyzed Wheat Protein', 'Hydrolyzed Vegetable Protein', 'Tocopherol', 'Panthenol', 'Guar Hydroxypropyltrimonium Chloride', 'Pinus Sibirica Seed Oil Polyglyceryl-6Estersps', 'Cetrimonium Bromide', 'Benzyl Alcohol', 'Benzoic Acid', 'Sorbic Acid', 'Sodium Benzoate', 'Potassium Sorbate', 'Glycerin', 'Citric Acid', 'Lactic Acid', 'Parfum', 'Hexyl Cinnamal', 'Limonene', 'Linalool', 'Butylphenyl Methylpropional']","['water', 'cetearyl-alcohol', 'glyceryl-stearate', 'cetrimonium-chloride', 'bis-cetearyl-amodimethicone', 'lauryl-glucoside', 'dimethicone', 'dimethiconol', 'pinus-pumila-needle-water', 'chamomilla-recutita-flower-extract', 'melilotus-albus-flower-leaf-stem-extract', 'pulmonaria-officinalis-extract', 'melissa-officinalis-flower-leaf-stem-water', 'avena-sativa-kernel-extract', 'trifolium-pratense-flower-extract', 'thymus-vulgaris-extract', 'nepeta-sibirica-flower-leaf-stem-extract', 'sorbus-aucuparia-fruit-extract', 'hydrolyzed-wheat-protein', 'hydrolyzed-vegetable-protein', 'tocopherol', 'panthenol', 'guar-hydroxypropyltrimonium-chloride', 'pinus-sibirica-seed-oil-polyglyceryl-6-esters', 'cetrimonium-bromide', 'benzyl-alcohol', 'benzoic-acid', 'sorbic-acid', 'sodium-benzoate', 'potassium-sorbate', 'glycerin', 'citric-acid', 'lactic-acid', 'parfum', 'hexyl-cinnamal', 'limonene', 'linalool', 'butylphenyl-methylpropional']"
laca-crema-retinol-plus,"['Aqua (Water)', 'Paraffinum Liquidum (Mineral Oil)', 'Propylene Glycol', 'Stearic Acid', 'Urea', 'Perfluorodecalin', 'Glyceryl Stearate', 'Glyceryl Stearate SE', 'Glycyrrhiza Glabra Leaf Extract (Licorice Extract)', 'Aloe Barbadensis Leaf Extract (Aloe Vera Gel)', 'Lanolin', 'Glyceryl Polymethacrylate', 'Propylene Glycol', 'PVM/MA Decadiene Crosspolymer', 'Diazolidinyl Urea', 'Dimethicone', 'Chamomilla Recutita Flower Extract (Chamomile Extract)', 'Cetyl Alcohol', 'Triethanolamine', 'Panthenol', 'Tocopheryl Acetate', 'BHT', 'Methylparaben', 'Bisabolol', 'Silica', 'Chitosan', 'Retinyl Palmitate', 'Caprylic/Capric Triglyceride', 'Tocopherol', 'Sodium Ascorbate', 'Retinol', 'Parfum', 'Propylparaben', 'Octyldodecanol', 'Sodium Hyaluronate']","['water', 'paraffinum-liquidum', 'propylene-glycol', 'stearic-acid', 'urea', 'perfluorodecalin', 'glyceryl-stearate', 'glyceryl-stearate-se', 'glycyrrhiza-glabra-leaf-extract', 'aloe-barbadensis-leaf-extract', 'lanolin', 'glyceryl-polymethacrylate', 'propylene-glycol', 'pvm-ma-decadiene-crosspolymer', 'diazolidinyl-urea', 'dimethicone', 'chamomilla-recutita-flower-extract', 'cetyl-alcohol', 'triethanolamine', 'panthenol', 'tocopheryl-acetate', 'bht', 'methylparaben', 'bisabolol', 'silica', 'chitosan', 'retinyl-palmitate', 'caprylic-capric-triglyceride', 'tocopherol', 'sodium-ascorbate', 'retinol', 'parfum', 'propylparaben', 'octyldodecanol', 'sodium-hyaluronate']"
elizabeth-arden-vitamin-c-ceramide-capsules-radiance-renewal-serum,"['Dicaprylyl Carbonate', 'Coco-Caprylate/Caprate', 'Dimer Dilinoleyl Dimer Dilinoleate', 'Tetrahexyldecyl Ascorbate', 'Tocopheryl Acetate', 'C12-15 Alkyl Benzoate', 'Caprylic/Capric Triglyceride', 'Ceramide NP', 'Ceramide NS', 'Diethylhexyl Syringylidenemalonate', 'Glyceryl Dioleate', 'Helianthus Annuus (Sunflower) Seed Oil', 'Olea Europaea (Olive) Fruit Oil', 'Persea Gratissima (Avocado) Oil', 'Phytosphingosine', 'Phytosterols', 'Propylene Glycol Dicaprylate/Dicaprate', 'Sclareolide', 'Tocopherol', 'Triolein', 'Phenoxyethanol']","['dicaprylyl-carbonate', 'coco-caprylate-caprate', 'dimer-dilinoleyl-dimer-dilinoleate', 'tetrahexyldecyl-ascorbate', 'tocopheryl-acetate', 'c12-15-alkyl-benzoate', 'caprylic-capric-triglyceride', 'ceramide-np', 'ceramide-ns', 'diethylhexyl-syringylidenemalonate', 'glyceryl-dioleate', 'helianthus-annuus-seed-oil', 'olea-europaea-fruit-oil', 'persea-gratissima-oil', 'phytosphingosine', 'phytosterols', 'propylene-glycol-dicaprylate-dicaprate', 'sclareolide', 'tocopherol', 'triolein', 'phenoxyethanol']"
briogeo-mushroom-bamboo-color-protect-shampoo,"['Water/Aqua/Eau', 'Lauramidopropyl Betaine*', 'Sodium Cocoyl Isethionate*', 'Glycerin*', 'Trametes Versicolor Extract*', 'Bambusa Arundinacea Leaf Extract', 'Aloe Barbadensis Leaf Juice', 'Curcuma Longa (Turmeric) Root Extract', 'Ocimum Basilicum (Basil) Flower/Leaf Extract', 'Hydrolyzed Corn Protein', 'Hydrolyzed Wheat Protein', 'Hydrolyzed Soy Protein', 'Solanum Melongena (Eggplant) Fruit Extract', 'Prunus Armeniaca (Apricot) Kernel Oil', 'Linum Usitatissimum (Linseed) Seed Oil', 'Aloe Barbadensis Flower Extract', 'Helianthus Annuus (Sunflower) Seed Oil', 'Coccinia Indica Fruit Extract', 'Melia Azadirachta Flower Extract', 'Pisum Sativum (Pea) Extract', 'Ocimum Sanctum Leaf Extract', 'Leuconostoc/Radish Root Ferment Filtrate', 'Melia Azadirachta Leaf Extract', 'Corallina Officinalis Extract', 'Rosmarinus Officinalis (Rosemary) Leaf Extract', 'Cynara Scolymus (Artichoke) Leaf Extract', 'Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract', 'Punica Granatum Fruit Juice', 'Tocopheryl Acetate', 'Polyquaternium-7', 'Caprylhydroxamic Acid*', 'Soyamidopropylamine Oxide*', 'Sodium Lauroyl Sarcosinate', 'Sodium Hydroxide', 'Sodium Gluconate*', 'Sodium C14-16 Olefin Sulfonate', 'Disodium Laureth Sulfosuccinate', 'Sodium Lauryl Sulfoacetate', 'Glycol Stearate*', 'Cocamidopropyl Hydroxysultaine', 'Polyquaternium-71', 'Fragrance (Parfum)', 'Benzyl Alcohol']","['water', 'lauramidopropyl-betaine', 'sodium-cocoyl-isethionate', 'glycerin', 'trametes-versicolor-extract', 'bambusa-arundinacea-leaf-extract', 'aloe-barbadensis-leaf-juice', 'curcuma-longa-root-extract', 'ocimum-basilicum-flower-leaf-extract', 'hydrolyzed-corn-protein', 'hydrolyzed-wheat-protein', 'hydrolyzed-soy-protein', 'solanum-melongena-fruit-extract', 'prunus-armeniaca-kernel-oil', 'linum-usitatissimum-seed-oil', 'aloe-barbadensis-flower-extract', 'helianthus-annuus-seed-oil', 'coccinia-indica-fruit-extract', 'melia-azadirachta-flower-extract', 'pisum-sativum-extract', 'ocimum-sanctum-leaf-extract', 'leuconostoc-radish-root-ferment-filtrate', 'melia-azadirachta-leaf-extract', 'corallina-officinalis-extract', 'rosmarinus-officinalis-leaf-extract', 'cynara-scolymus-leaf-extract', 'lavandula-angustifolia-flower-leaf-stem-extract', 'punica-granatum-fruit-juice', 'tocopheryl-acetate', 'polyquaternium-7', 'caprylhydroxamic-acid', 'soyamidopropylamine-oxide', 'sodium-lauroyl-sarcosinate', 'sodium-hydroxide', 'sodium-gluconate', 'sodium-c14-16-olefin-sulfonate', 'disodium-laureth-sulfosuccinate', 'sodium-lauryl-sulfoacetate', 'glycol-stearate', 'cocamidopropyl-hydroxysultaine', 'polyquaternium-71', 'parfum', 'benzyl-alcohol']"
wet-n-wild-waterproof-eyeliner,"['Isododecane', 'Trimethylsiloxysilicate', 'Trimethylpentanediol/Adipic Acid/Glycerin Crosspolymer', 'C11-12 Isoparaffin', 'Polypropylsilsesquioxane', 'C8-9 Isoparaffin', 'Trihydroxystearin', 'Silica Dimethyl Silylate', 'Phenoxyethanol', 'Sorbic Acid', 'Tocopherol', 'Black 2/Ci 77266']","['isododecane', 'trimethylsiloxysilicate', 'trimethylpentanediol-adipic-acid-glycerin-crosspolymer', 'c11-12-isoparaffin', 'polypropylsilsesquioxane', 'c8-9-isoparaffin', 'trihydroxystearin', 'silica-dimethyl-silylate', 'phenoxyethanol', 'sorbic-acid', 'tocopherol', 'carbon-black']"
paulas-choice-clear-extra-strength-anti-redness-exfoliating-solution-2-salicylic-acid,"['Aqua', 'Methylpropanediol (Hydration)', 'Butylene Glycol (Hydration)', 'Salicylic Acid (Exfoliant)', 'Polysorbate 20 (Texture-Enhancing)', 'Camellia Oleifera (Green Tea) Leaf Extract (Skin-Soothing/Antioxidant)', 'Tetrasodium EDTA (Stabilizer)', 'Sodium Hydroxide']","['water', 'methylpropanediol', 'butylene-glycol', 'salicylic-acid', 'polysorbate-20', 'camellia-oleifera-leaf-extract', 'tetrasodium-edta', 'sodium-hydroxide']"
