product name,ingredients,formatted ingredients
biodermal-pigmentserum-dag-nacht-alle-huidtypes,"['Aqua', 'Cyclopentasiloxane', 'Butylene Glycol', 'Bellis Perennis Extract', 'Dimethicone', 'Lactic Acid', 'Polysilicone-11', 'Polyacrylate Crosspolymer-6', 'PEG-10 Dimethicone', 'Tocopheryl Acetate', 'Parfum', 'Diglycerin', 'Ascorbyl Tetraisopalmitate', 'Urea', 'Sodium PCA', 'Polysorbate 20', 'Ammonium Acryloyldimethyltaurate/VP Copolymer', 'Decyl Glucoside', 'T-Butyl Alcohol', 'Lysine', 'Sorbitol', 'Hydrolyzed Wheat Protein', 'Pca', 'Allantoin', 'Sodium Hydroxide', 'Phenoxyethanol', 'Diazolidinyl Urea', 'Disodium EDTA', 'Methylparaben', 'Propylparaben', 'Ethylparaben']","['water', 'cyclopentasiloxane', 'butylene-glycol', 'bellis-perennis-extract', 'dimethicone', 'lactic-acid', 'polysilicone-11', 'polyacrylate-crosspolymer-6', 'peg-10-dimethicone', 'tocopheryl-acetate', 'parfum', 'diglycerin', 'tetrahexyldecyl-ascorbate', 'urea', 'sodium-pca', 'polysorbate-20', 'ammonium-acryloyldimethyltaurate-vp-copolymer', 'decyl-glucoside', 't-butyl-alcohol', 'lysine', 'sorbitol', 'hydrolyzed-wheat-protein', 'pca', 'allantoin', 'sodium-hydroxide', 'phenoxyethanol', 'diazolidinyl-urea', 'disodium-edta', 'methylparaben', 'propylparaben', 'ethylparaben']"
talika-eye-shadow-lift,"['Aqua (Water/Eau)', 'Propylene Glycol', 'Synthetic Fluorphlogopite', 'Ci 77891 (Titanium Dioxide)', 'Mica', 'C12-15 Alkyl Benzoate', 'Glyceryl Stearate', 'Magnesium Aluminum Silicate', 'Stearic Acid', 'Ci 77491 (Iron Oxides)', 'Oleyl Alcohol', 'Caprylyl Glycol', 'Helianthus Annuus (Sunflower) Seed Oil', 'Phenoxyethanol', 'Parfum (Fragrance)', 'Carbomer', 'Sorbitan Laurate', 'Hexylene Glycol', 'Potassium Hydroxide', 'Ci 77499 (Iron Oxides)', 'Rosa Damascena Leaf Cell Extract', 'C18-36 Acid Glycol Ester', 'C18-36 Acid Triglyceride', 'Tin Oxide', 'Lactic Acid', 'Palmitoyl Tripeptide-1', 'Palmitoyl Tetrapeptide-7']","['water', 'propylene-glycol', 'synthetic-fluorphlogopite', 'ci-77891', 'mica', 'c12-15-alkyl-benzoate', 'glyceryl-stearate', 'magnesium-aluminum-silicate', 'stearic-acid', 'ci-77491', 'oleyl-alcohol', 'caprylyl-glycol', 'helianthus-annuus-seed-oil', 'phenoxyethanol', 'parfum', 'carbomer', 'sorbitan-laurate', 'hexylene-glycol', 'potassium-hydroxide', 'ci-77499', 'rosa-damascena-leaf-cell-extract', 'c18-36-acid-glycol-ester', 'c18-36-acid-triglyceride', 'tin-oxide', 'lactic-acid', 'palmitoyl-tripeptide-1', 'palmitoyl-tetrapeptide-7']"
rohto-hada-labo-gokujyun-cleansing-oil,"['Ethylhexyl Palmitate', 'Triethylhexanoin', 'Sorbeth-30 Tetraisostearate', 'PEG-20 Glyceryl Triisostearate', 'Olive Fruit Oil', 'Water', 'Sodium Acetylated Hyaluronate(Super Hyaluronic Acid)', 'Hydroxypropyltrimonium Hyaluronate (Skin-Adsorbed Hyaluronic Acid)', 'Jojoba Seed Oil', 'Ceresin', 'Dextrin Palmitate/Ethylhexanoate', 'Iodopropynyl Butylcarbamate', 'BHT']","['ethylhexyl-palmitate', 'triethylhexanoin', 'sorbeth-30-tetraisostearate', 'peg-20-glyceryl-triisostearate', 'olea-europaea-fruit-oil', 'water', 'sodium-acetylated-hyaluronate', 'hydroxypropyltrimonium-hyaluronate', 'simmondsia-chinensis-seed-oil', 'ceresin', 'dextrin-palmitate-ethylhexanoate', 'iodopropynyl-butylcarbamate', 'bht']"
plantnery-pomegranate-sleeping-mask,"['Deionized Water', 'Glycerin', 'Paraffinum Liquidum', 'Butylene Glycol', 'Polyacrylamide', 'C13-14 Isoparaffin', 'Laureth-7', 'Titanium Dioxide', 'Hydrogen Dimethicone', 'Isodecyl Neopentanoate', 'Cyclopentasiloxane', 'Punica Granatum Extract', 'Sodium Polyacryloyldimethyl Taurate', 'Polysorbate 20', 'Punica Granatum Seed Oil', 'Phenoxyethanol', 'Disodium EDTA', 'Ethyl Ascorbic Acid', 'Sodium Hyaluronate', 'Niacinamide', 'Pyridoxine Hydrochloride', 'Cocamidopropyl Dimethylamine', 'Panthenol', 'Hamamelis Virginiana Leaf Water', 'Zinc Pca', 'Salicylic Acid']","['water', 'glycerin', 'paraffinum-liquidum', 'butylene-glycol', 'polyacrylamide', 'c13-14-isoparaffin', 'laureth-7', 'titanium-dioxide', 'hydrogen-dimethicone', 'isodecyl-neopentanoate', 'cyclopentasiloxane', 'punica-granatum-extract', 'sodium-polyacryloyldimethyl-taurate', 'polysorbate-20', 'punica-granatum-seed-oil', 'phenoxyethanol', 'disodium-edta', 'ethyl-ascorbic-acid', 'sodium-hyaluronate', 'niacinamide', 'pyridoxine-hcl', 'cocamidopropyl-dimethylamine', 'panthenol', 'hamamelis-virginiana-leaf-water', 'zinc-pca', 'salicylic-acid']"
nuxe-bio-fruit-stone-powder-micro-exfoliating-cleansing-mask,"['Aqua/Water', 'Helianthus Annuus (Sunflower) Seed Oil*', 'Cetearyl Alcohol', 'Behenyl Alcohol', 'Glyceryl Stearate Citrate', 'Glycerin**', 'Butyrospermum Parkii (Shea) Butter*', 'Parfum/Fragrance', 'Tocopherol', 'Benzyl Alcohol', 'Capryloyl Glycine', 'Chondrus Crispus', 'Carrageenan', 'Perlite', 'Prunus Armeniaca (Apricot) Seed Powder*', 'Citric Acid', 'Xanthan Gum', 'Sodium Hydroxide', 'Sodium Gluconate', 'Salicylic Acid', 'Dehydroacetic Acid', 'Hydrolyzed Hyaluronic Acid', 'Prunus Amygdalus Dulcis (Sweet Almond) Protein*', 'Vaccinium Macrocarpon (Cranberry) Fruit Extract*', 'Linalool']","['water', 'helianthus-annuus-seed-oil', 'cetearyl-alcohol', 'behenyl-alcohol', 'glyceryl-stearate-citrate', 'glycerin', 'butyrospermum-parkii-butter', 'parfum', 'tocopherol', 'benzyl-alcohol', 'capryloyl-glycine', 'chondrus-crispus', 'carrageenan', 'perlite', 'prunus-armeniaca-seed-powder', 'citric-acid', 'xanthan-gum', 'sodium-hydroxide', 'sodium-gluconate', 'salicylic-acid', 'dehydroacetic-acid', 'hydrolyzed-hyaluronic-acid', 'prunus-amygdalus-dulcis-protein', 'vaccinium-macrocarpon-fruit-extract', 'linalool']"
chistaya-liniya-natura-moisturizing-face-cream-gel,"['Aqua', 'Caprylic/Capric Triglyceride', 'Glycerin', 'Sodium Acrylates Copolymer', 'Aloe Barbadensis Leaf Juice Powder (Opгaничecкий Экcтpaкт Aлoэ Вepa)', 'Boron Nitride', 'C12-13 Pareth-9', 'Caprylyl Glycol', 'Cetylpyridinium Chloride', 'Chamomilla Recutita (Matricaria) Flower Extract', 'Glycine', 'Lactic Acid', 'Lecithin', 'Maltodextrin', 'Parfum', 'Phenoxyethanol', 'Potassium Sorbate', 'Sodium Benzoate', 'Sodium Hyaluronate']","['water', 'caprylic-capric-triglyceride', 'glycerin', 'sodium-acrylates-copolymer', 'aloe-barbadensis-leaf-juice-powder', 'boron-nitride', 'c12-13-pareth-9', 'caprylyl-glycol', 'cetylpyridinium-chloride', 'chamomilla-recutita-flower-extract', 'glycine', 'lactic-acid', 'lecithin', 'maltodextrin', 'parfum', 'phenoxyethanol', 'potassium-sorbate', 'sodium-benzoate', 'sodium-hyaluronate']"
paediprotect-meeressonnencreme,"['Aqua', 'Diethylamino Hydroxybenzoyl Hexyl Benzoate', 'Dibutyl Adipate', 'Lauryl Lactate', 'Diisopropyl Sebacate', 'Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine', 'Ethylhexyl Triazone', 'Phenylbenzimidazole Sulfonic Acid', 'Tapioca Starch', 'Arginine', 'C8-22 Alkyl Acrylates/Methacrylic Acid Crosspolymer', 'Potassium Cetyl Phosphate', 'Glycerin', 'Microcrystalline Cellulose', 'Polymethyl Methacrylate', 'Cetearyl Alcohol', 'Glyceryl Stearate', 'Perillic Acid', 'Sodium Polyphosphate', 'Caesalpinia Spinosa Gum', 'Xanthan Gum', 'Cellulose Gum', 'Parfum']","['water', 'diethylamino-hydroxybenzoyl-hexyl-benzoate', 'dibutyl-adipate', 'lauryl-lactate', 'diisopropyl-sebacate', 'bis-ethylhexyloxyphenol-methoxyphenyl-triazine', 'ethylhexyl-triazone', 'phenylbenzimidazole-sulfonic-acid', 'tapioca-starch', 'arginine', 'c8-22-alkyl-acrylates-methacrylic-acid-crosspolymer', 'potassium-cetyl-phosphate', 'glycerin', 'microcrystalline-cellulose', 'polymethyl-methacrylate', 'cetearyl-alcohol', 'glyceryl-stearate', 'perillic-acid', 'sodium-polyphosphate', 'caesalpinia-spinosa-gum', 'xanthan-gum', 'cellulose-gum', 'parfum']"
aveeno-daily-moisturizing-hand-cream,"['Water', 'Glycerin', 'Distearyldimonium Chloride', 'Isopropyl Palmitate', 'Paraffinum Liquidum', 'Cetyl Alcohol', 'Aluminum Starch Octenylsuccinate', 'Dimethicone', 'Avena Sativa Kernel Flour', 'Paraffin', 'Cera Microcristallina', 'Isopropyl Alcohol', 'Sodium Chloride', 'BHT', 'Benzyl Alcohol']","['water', 'glycerin', 'distearyldimonium-chloride', 'isopropyl-palmitate', 'paraffinum-liquidum', 'cetyl-alcohol', 'aluminum-starch-octenylsuccinate', 'dimethicone', 'avena-sativa-kernel-flour', 'paraffin', 'microcrystalline-wax', 'isopropyl-alcohol', 'sodium-chloride', 'bht', 'benzyl-alcohol']"
iope-derma-repair-cica-gel-cream,"['Purified Water', 'Propanediol', 'Betaine', 'Panthenol', 'Caprylic/Capric Triglyceride', '1,2-Hexanediol', 'Cetearyl Alcohol', 'Butylene Glycol', 'C12-16 Alcohols', 'Polyglyceryl-10 Stearate', 'Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', 'Palmitic Acid', 'Acrylates/C10-30 Alkyl Acrylate Cross Polymer', 'Hydrogenated Lecithin', 'Allantoin', 'Tromethamine', 'Cetearyl Glucoside', 'Glyceryl Caprylate', 'Disodium EDTA', 'Ethylhexylglycerin', 'Sorbitan Isostearate', 'Madecassoside', 'Chamaecyparis Obtusa Leaf Extract', 'Glucose', 'Tocopherol']","['water', 'propanediol', 'betaine', 'panthenol', 'caprylic-capric-triglyceride', '1-2-hexanediol', 'cetearyl-alcohol', 'butylene-glycol', 'c12-16-alcohols', 'polyglyceryl-10-stearate', 'hydroxyethyl-acrylate-sodium-acryloyldimethyl-taurate-copolymer', 'palmitic-acid', 'acrylates-c10-30-alkyl-acrylate-crosspolymer', 'hydrogenated-lecithin', 'allantoin', 'tromethamine', 'cetearyl-glucoside', 'glyceryl-caprylate', 'disodium-edta', 'ethylhexylglycerin', 'sorbitan-isostearate', 'madecassoside', 'chamaecyparis-obtusa-leaf-extract', 'glucose', 'tocopherol']"
kaminomoto-girl-hair-accelerator-floral,"['Pyridoxine Hydrochloride', 'Salicylic Acid', 'Glycyrrhetinic Acid', 'Hinokitiol', 'Sophora Angustifolia Root Extract', 'Sodium Succinate', 'Water', 'Ethanol', 'Propylene Glycol Dicaprylate', 'Propylene Glycol', 'Fragrance']","['pyridoxine-hcl', 'salicylic-acid', 'glycyrrhetinic-acid', 'hinokitiol', 'sophora-angustifolia-root-extract', 'sodium-succinate', 'water', 'alcohol', 'propylene-glycol-dicaprylate', 'propylene-glycol', 'parfum']"
actypatch-acne-patches,"['Acrylates Copolymer', 'Glycine Soja Oil', 'Vitis Vinifera Oil', 'Melaleuca Alternifolia Oil', 'Lavandula Angustifolia Oil', 'Salicylic Acid', 'Ascorbyl Palmitate', 'Linalool']","['acrylates-copolymer', 'glycine-soja-oil', 'vitis-vinifera-seed-oil', 'melaleuca-alternifolia-leaf-oil', 'lavandula-angustifolia-oil', 'salicylic-acid', 'ascorbyl-palmitate', 'linalool']"
apieu-coconut-milk-one-pack-face-mask,"['Water', 'Butylene Glycol', 'Glycerin', 'Mineral Oil', 'PEG-40 Stearate', 'Cetearyl Alcohol', 'Stearic Acid', 'Sorbitan Sesquioleate', 'Cocos Nucifera (Coconut) Fruit Extract (2,000Ppm)', 'Milk Extract (2,000Ppm)', 'Carbomer', 'Phenoxyethanol', 'Triethanolamine', '1,2-Hexanediol', 'Caprylyl Glycol', 'Fragrance', 'Illicium Verum (Anise) Fruit Extract', 'Disodium EDTA', 'Tremella Fuciformis (Mushroom) Extract']","['water', 'butylene-glycol', 'glycerin', 'paraffinum-liquidum', 'peg-40-stearate', 'cetearyl-alcohol', 'stearic-acid', 'sorbitan-sesquioleate', 'cocos-nucifera-fruit-extract', 'milk-extract', 'carbomer', 'phenoxyethanol', 'triethanolamine', '1-2-hexanediol', 'caprylyl-glycol', 'parfum', 'illicium-verum-fruit-extract', 'disodium-edta', 'tremella-fuciformis-extract']"
sculpted-aimee-connolly-second-skin-dewy,"['Aqua', 'Ci 77891 (Titanium Dioxide)', 'Ethylhexyl Methoxycinnamate', 'C12-15 Alkyl Benzoate', 'Ethylhexyl Salicylate', 'Octocrylene', 'Cyclomethicone', 'Butylene Glycol', 'Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine', 'Cetyl PEG/PPG-10/1 Dimethicone', 'Trimethylsiloxysilicate', 'Methyl Methacrylate Crosspolymer', 'Stearyl Dimethicone', 'Zinc Oxide', 'Sorbitan Sesquioleate', 'PEG-30 Dipolyhydroxystearate', 'Cyclopentasiloxane', 'Trisiloxane', 'PEG-10 Dimethicone', 'Sodium Chloride', 'Quaternium-18 Bentonite', 'Polyhydroxystearic Acid', 'Silica', 'Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone', 'Copernicia Cerifera (Carnauba) Wax', 'Phenoxyethanol', 'Ozokerite', 'Aluminum Hydroxide', 'Triethoxycaprylylsilane', 'Dimethicone', 'Citrus Aurantium Dulcis Oil', 'Dimethicone/Vinyl Dimethicone Crosspolymer', 'Hyaluronic Acid', 'Centella Asiatica Extract', 'Hydrogen Dimethicone', 'Disodium EDTA', 'Propanediol', 'Allantoin', '1,2- Hexanediol', 'Hydrolyzed Pea Protein', 'Phytosterols', 'Lecithin', 'Squalane', 'Olea Europaea Fruit Oil', 'Ceramide NP', 'Butyrospermum Parkii Butter', 'Ethylhexylglycerin', 'rh-Oligopeptide-1', 'Ci 77492', 'Ci 77491', 'Ci 77499']","['water', 'ci-77891', 'ethylhexyl-methoxycinnamate', 'c12-15-alkyl-benzoate', 'ethylhexyl-salicylate', 'octocrylene', 'cyclomethicone', 'butylene-glycol', 'bis-ethylhexyloxyphenol-methoxyphenyl-triazine', 'cetyl-peg-ppg-10-1-dimethicone', 'trimethylsiloxysilicate', 'methyl-methacrylate-crosspolymer', 'stearyl-dimethicone', 'zinc-oxide', 'sorbitan-sesquioleate', 'peg-30-dipolyhydroxystearate', 'cyclopentasiloxane', 'trisiloxane', 'peg-10-dimethicone', 'sodium-chloride', 'quaternium-18-bentonite', 'polyhydroxystearic-acid', 'silica', 'lauryl-peg-9-polydimethylsiloxyethyl-dimethicone', 'copernicia-cerifera-wax', 'phenoxyethanol', 'ozokerite', 'aluminum-hydroxide', 'triethoxycaprylylsilane', 'dimethicone', 'citrus-aurantium-dulcis-oil', 'dimethicone-vinyl-dimethicone-crosspolymer', 'hyaluronic-acid', 'centella-asiatica-extract', 'hydrogen-dimethicone', 'disodium-edta', 'propanediol', 'allantoin', '1-2-hexanediol', 'hydrolyzed-pea-protein', 'phytosterols', 'lecithin', 'squalane', 'olea-europaea-fruit-oil', 'ceramide-np', 'butyrospermum-parkii-butter', 'ethylhexylglycerin', 'sh-oligopeptide-1', 'ci-77492', 'ci-77491', 'ci-77499']"
bliss-drench-quench-rich-water-cream,"['Water (Aqua) (Eau)', 'Cyclopentasiloxane', 'Glycerin', 'Dimethicone', 'Propanediol', 'Saccharide Isomerate', 'Caprylic/Capric Triglyceride', 'Tocopherol', 'Tetrahexyldecyl Ascorbate', 'Sodium Hyaluronate', 'Sodium Hyaluronate Crosspolymer', 'Hydrolyzed Sodium Hyaluronate', 'Sodium Acetylated Hyaluronate', 'Glycine Soja (Soybean) Oil', 'Helianthus Annuus (Sunflower) Seed Oil', 'Passiflora Edulis Seed Oil', 'Chamomilla Recutita (Matricaria) Flower Extract*', 'Passiflora Incarnata Fruit Extract', 'Rosa Centifolia Flower Extract', 'Silybum Marianum Extract', 'Ahnfeltiopsis Concinna Extract', 'Commiphora Myrrha Resin Extract', 'Amylopectin', 'Ceramide NG', 'Sodium Levulinate', 'Caprylyl Methicone', 'Methyl Palmitate', 'Hydrogenated Polyisobutene', 'Silica', 'Pentylene Glycol', 'Propylene Glycol', 'PEG-10 Dimethicone', 'Dimethicone/Vinyl Dimethicone Crosspolymer', 'Sodium Citrate', 'Phenoxyethanol', 'Ethylhexylglycerin', 'Potassium Sorbate', 'Sodium Benzoate', 'Sodium Dehydroacetate', 'Chlorphenesin', 'Citric Acid', 'Sodium Chloride', 'Benzyl Alcohol']","['water', 'cyclopentasiloxane', 'glycerin', 'dimethicone', 'propanediol', 'saccharide-isomerate', 'caprylic-capric-triglyceride', 'tocopherol', 'tetrahexyldecyl-ascorbate', 'sodium-hyaluronate', 'sodium-hyaluronate-crosspolymer', 'hydrolyzed-sodium-hyaluronate', 'sodium-acetylated-hyaluronate', 'glycine-soja-oil', 'helianthus-annuus-seed-oil', 'passiflora-edulis-seed-oil', 'chamomilla-recutita-flower-extract', 'passiflora-incarnata-fruit-extract', 'rosa-centifolia-flower-extract', 'silybum-marianum-extract', 'ahnfeltiopsis-concinna-extract', 'commiphora-myrrha-resin-extract', 'amylopectin', 'ceramide-ng', 'sodium-levulinate', 'caprylyl-methicone', 'methyl-palmitate', 'hydrogenated-polyisobutene', 'silica', 'pentylene-glycol', 'propylene-glycol', 'peg-10-dimethicone', 'dimethicone-vinyl-dimethicone-crosspolymer', 'sodium-citrate', 'phenoxyethanol', 'ethylhexylglycerin', 'potassium-sorbate', 'sodium-benzoate', 'sodium-dehydroacetate', 'chlorphenesin', 'citric-acid', 'sodium-chloride', 'benzyl-alcohol']"
mecca-max-banana-bake-skin-filter,"['Mica', 'Talc', 'Methyl Methacrylate Crosspolymer', 'Bis-Diglyceryl Polyacyladipate-2', 'Pentaerythrityl Tetraisostearate', 'Titanium Dioxide', 'Aqua', 'Caprylic/Capric Triglyceride', 'Dimethicone', 'Dimethicone Crosspolymer', 'Zinc Oxide', 'Magnesium Stearate', 'Phenoxyethanol', 'Ethylhexylglycerin', 'Hyaluronic Acid', 'Iron Oxides']","['mica', 'talc', 'methyl-methacrylate-crosspolymer', 'bis-diglyceryl-polyacyladipate-2', 'pentaerythrityl-tetraisostearate', 'titanium-dioxide', 'water', 'caprylic-capric-triglyceride', 'dimethicone', 'dimethicone-crosspolymer', 'zinc-oxide', 'magnesium-stearate', 'phenoxyethanol', 'ethylhexylglycerin', 'hyaluronic-acid', 'iron-oxides']"
toun28-trouble-care-for-sensitive-skin,"['Aqua', 'Propanediol', 'Caprylic/Capric Triglyceride', 'Hydrogenated Vegetable Oil', 'C12-16 Alcohols', 'Pentylene Glycol', 'Betaine', 'Dimethyl Sulfone', 'Vegetable Squalane', 'Hydrogenated Lecithin', 'Palmitic Acid', 'Niacinamide', 'Hydrogenated Phosphatidylcholine', 'Sorbitan Caprylate', 'Panthenol', 'Centella Asiatica Extract', 'Dipotassium Glycyrrhizate', 'Tocopherol', 'Xanthan Gum', 'Pyridoxine Hcl', 'Allantoin']","['water', 'propanediol', 'caprylic-capric-triglyceride', 'hydrogenated-vegetable-oil', 'c12-16-alcohols', 'pentylene-glycol', 'betaine', 'dimethyl-sulfone', 'squalane', 'hydrogenated-lecithin', 'palmitic-acid', 'niacinamide', 'hydrogenated-phosphatidylcholine', 'sorbitan-caprylate', 'panthenol', 'centella-asiatica-extract', 'dipotassium-glycyrrhizate', 'tocopherol', 'xanthan-gum', 'pyridoxine-hcl', 'allantoin']"
streax-professional-hair-serum,"['Cyclomethicone', 'Dimethiconol', 'Light Liquid Paraffin', 'Octyl Methoxycinnamate', 'Isopropyl Myristate', 'Perfume', 'Vitamin E', 'Almond Oil']","['cyclomethicone', 'dimethiconol', 'paraffinum-liquidum', 'ethylhexyl-methoxycinnamate', 'isopropyl-myristate', 'parfum', 'tocopherol', 'prunus-amygdalus-dulcis-oil']"
aveda-mosscara-tm,"['Water\\Aqua\\Eau', 'Copernicia Cerifera (Carnauba) Wax\\Cera Carnauba\\Cire De Carnauba', 'Silica', 'Stearic Acid', 'Glyceryl Stearate', 'Sucrose Acetate Isobutyrate', 'Oleic Acid', 'Aminomethyl Propanediol', 'Acrylates Copolymer', 'Cetraria Islandica Extract', 'Sodium Hyaluronate', 'Glycerin', 'Hydroxyethylcellulose', 'Panthenol', 'Lauroyl Lysine', 'Caprylyl Glycol', 'Simethicone', 'Sodium Gluconate', 'Phenoxyethanol', 'Iron Oxides (Ci 77491, Ci 77492, Ci 77499)', 'Titanium Dioxide (Ci 77891)', 'Chromium Oxide Greens (Ci 77288)', 'Mica', 'Chromium Hydroxide Green (Ci 77289)', 'Bismuth Oxychloride (Ci 77163)', 'Ultramarines (Ci 77007)']","['water', 'copernicia-cerifera-wax', 'silica', 'stearic-acid', 'glyceryl-stearate', 'sucrose-acetate-isobutyrate', 'oleic-acid', 'aminomethyl-propanediol', 'acrylates-copolymer', 'cetraria-islandica-extract', 'sodium-hyaluronate', 'glycerin', 'hydroxyethylcellulose', 'panthenol', 'lauroyl-lysine', 'caprylyl-glycol', 'simethicone', 'sodium-gluconate', 'phenoxyethanol', 'iron-oxides', 'ci-77891', 'ci-77288', 'mica', 'ci-77289', 'ci-77163', 'ci-77007']"
innisfree-nourishing-body-oil-cleanser,"['Ricinus Communis (Castor) Seed Oil', 'Cetyl Ethylhexanoate', 'Caprylic/Capric Triglyceride', 'Diethylhexyl Sodium Sulfosuccinate', 'Water/Aqua/Eau', 'Cocamide MIPA', 'Propylene Glycol', 'Camellia Japonica Seed Oil', 'Fragrance/Parfum', 'Glycerin', 'Isopropanolamine', 'Camellia Seed Oil/Hydrogenated Camellia Seed Oil Esters', 'Ceramide NP', 'Phytosphingosine', 'Hydrogenated Lecithin']","['ricinus-communis-seed-oil', 'cetyl-ethylhexanoate', 'caprylic-capric-triglyceride', 'diethylhexyl-sodium-sulfosuccinate', 'water', 'cocamide-mipa', 'propylene-glycol', 'camellia-japonica-seed-oil', 'parfum', 'glycerin', 'isopropanolamine', 'camellia-seed-oil-hydrogenated-camellia-seed-oil-esters', 'ceramide-np', 'phytosphingosine', 'hydrogenated-lecithin']"
laca-crema-celulas-madres,"['Aqua (Water)', 'Behentrimonium Methosulfate', 'Cetearyl Alcohol', 'Propylene Glycol', 'Cyclomethicone', 'Dimethicone', 'Divinyldimethicone Dimethicone Crosspolymer', 'C12-13 Pareth-3', 'C12-13 Pareth-23', 'Cetearyl Alcohol', 'Cetrimonium Chloride', 'Octyl Methoxycinnamate (Octyl Methoxy Cinnamate)', 'Aqua (Water)', 'Acetyl Octapeptide-3', 'Argania Spinosa Sprout Cell Extract', 'Isomalt', 'Lecithin', 'Sodium Benzoate', 'Aqua (Water)', 'Diazolidinyl Urea', 'Methylparaben', 'Parfum', 'Octyldodecanol', 'Propylparaben', 'BHT', 'Tetrasodium EDTA', 'Ci 19140']","['water', 'behentrimonium-methosulfate', 'cetearyl-alcohol', 'propylene-glycol', 'cyclomethicone', 'dimethicone', 'divinyldimethicone-dimethicone-crosspolymer', 'c12-13-pareth-3', 'c12-13-pareth-23', 'cetearyl-alcohol', 'cetrimonium-chloride', 'ethylhexyl-methoxycinnamate', 'water', 'acetyl-octapeptide-3', 'argania-spinosa-sprout-cell-extract', 'isomalt', 'lecithin', 'sodium-benzoate', 'water', 'diazolidinyl-urea', 'methylparaben', 'parfum', 'octyldodecanol', 'propylparaben', 'bht', 'tetrasodium-edta', 'ci-19140']"
acf-by-dadatina-vol-2-restauracion,"['Water (Aqua)', 'Glycerin', 'Sodium Hyaluronate Crosspolymer', 'Pentylene Glycol', 'Ethylhexyl-Glycerin', 'Sodium Hyaluronate', 'Phenoxyethanol', 'Ethylhexylglycerin', 'Propylene Glycol', 'Panthenol', 'Hydroxyethylcellulose', 'Algae Extract', 'Disodium EDTA', 'Sodium Hydroxide']","['water', 'glycerin', 'sodium-hyaluronate-crosspolymer', 'pentylene-glycol', 'ethylhexylglycerin', 'sodium-hyaluronate', 'phenoxyethanol', 'ethylhexylglycerin', 'propylene-glycol', 'panthenol', 'hydroxyethylcellulose', 'algae-extract', 'disodium-edta', 'sodium-hydroxide']"
nbf-gingival-gel,"['Aloe Vera (Aloe Barbandesis) Leaf Extract', 'Ascorbic Acid', 'Calcium Glycerophosphate', 'Cellulose Gum', 'Eucalyptus Oil', 'Grapefruit (Citrus Paradisi) Extract', 'Green Tea (Camellia Sinensis) Leaf Extract', 'Hydrated Silica', 'PEG-32', 'Peppermint Oil', '(Pot Marigold) Calendula Officinalis Leaf Extract', 'Propolis Extract', 'Sorbitol', 'Steviol Glycosides', 'Tocopheryl Acetate', 'Water', 'Xylitol']","['aloe-barbadensis-leaf-extract', 'ascorbic-acid', 'calcium-glycerophosphate', 'cellulose-gum', 'eucalyptus-globulus-leaf-oil', 'citrus-grandis-extract', 'camellia-sinensis-leaf-extract', 'hydrated-silica', 'peg-32', 'mentha-piperita-oil', 'calendula-officinalis-leaf-extract', 'propolis-extract', 'sorbitol', 'steviol-glycosides', 'tocopheryl-acetate', 'water', 'xylitol']"
